OBJECTID,LSOA11CD,LSOA11NM,X_COORD,Y_COORD,STUD_TOT,STUD_EconActive_InEmployment,STUD_EconActive_Unemployed,STUD_EconInactive
9018,E01011585,Leeds 062A,421734.602,433731.194,51,22,7,22
9019,E01011505,Leeds 025A,429616.407,438110.386,96,13,19,64
9020,E01011502,Leeds 099C,431662.205,428518.169,44,9,4,31
9021,E01011583,Leeds 003C,420160.726,446570.219,76,28,7,41
9022,E01011582,Leeds 003B,419093.494,446484.833,59,20,5,34
9023,E01011500,Leeds 105D,433259.507,426064.9,66,21,14,31
9024,E01011581,Leeds 003A,419636.585,446492.377,56,24,0,32
9025,E01011580,Leeds 014D,421280.579,439657.056,54,15,5,34
9026,E01011589,Leeds 039B,420645.696,436983.286,64,34,6,24
9027,E01011509,Leeds 023A,431404.035,439103.668,64,28,7,29
9028,E01011588,Leeds 039A,420865.31,436630.703,76,27,3,46
9063,E01011687,Leeds 109B,426374.92,437913.078,110,37,7,66
9064,E01011606,Leeds 076D,419690.825,432788.099,77,23,7,47
9065,E01011686,Leeds 033E,425885.048,437809.558,78,31,14,33
9066,E01011607,Leeds 079D,422627.902,432396.843,55,27,7,21
9067,E01011685,Leeds 109A,426933.822,437187.231,606,165,95,346
9068,E01011604,Leeds 079C,422191.829,432782.106,53,14,2,37
9069,E01011684,Leeds 019C,426381.645,438467.249,109,38,12,59
9070,E01011605,Leeds 076C,421399.143,432884.731,58,18,2,38
9071,E01011602,Leeds 076A,421650.267,433141.24,46,23,2,21
9072,E01011603,Leeds 076B,422025.699,432385.228,93,22,6,65
9073,E01011681,Leeds 063D,428663.05,434474.432,671,206,80,385
9074,E01011600,Leeds 079A,422603.086,432923.194,57,25,5,27
9075,E01011601,Leeds 079B,423192.74,432689.166,58,20,5,33
9076,E01011689,Leeds 031C,428494.696,437432.256,86,32,5,49
9077,E01011608,Leeds 068A,423946.418,433942.719,60,30,4,26
9078,E01011688,Leeds 031B,429060.054,437269.696,86,21,8,57
9079,E01011609,Leeds 068B,423316.217,434083.882,53,15,3,35
9125,E01032497,Leeds 099E,430632.834,428542.672,66,20,12,34
9126,E01032496,Leeds 105F,432608.493,427086.943,80,34,5,41
9127,E01032495,Leeds 105E,430599.866,427248.128,111,36,15,60
9128,E01032494,Leeds 033G,425260.43,437020.666,115,41,12,62
9129,E01032493,Leeds 033F,425384.719,436653.928,61,14,13,34
9130,E01032492,Leeds 102I,426947.925,427643.178,80,28,13,39
9131,E01032491,Leeds 102H,427398.013,427193.699,48,21,9,18
9132,E01032490,Leeds 102G,427381.844,427593.903,47,22,0,25
9133,E01032499,Leeds 067G,425863.873,433881.449,108,43,10,55
9134,E01032498,Leeds 099F,430163.337,428231.077,55,21,3,31
9213,E01011346,Leeds 060D,433763.632,434358.079,87,19,12,56
9214,E01011347,Leeds 065B,432585.457,434400.106,108,28,16,64
9215,E01011344,Leeds 065A,432456.343,434691.851,88,24,14,50
9216,E01011345,Leeds 061C,435841.274,434557.154,67,19,11,37
9217,E01011342,Leeds 060C,433547.995,434769.327,95,24,8,63
9218,E01011343,Leeds 061B,434890.445,434832.402,67,28,7,32
9219,E01011340,Leeds 060B,432979.42,434470.049,107,33,13,61
9220,E01011341,Leeds 061A,434407.894,434055.959,69,25,10,34
9221,E01011348,Leeds 065C,432627.916,434147.286,106,25,18,63
9222,E01011349,Leeds 065D,431835.974,434015.166,85,28,12,45
9278,E01011446,Leeds 054B,428100.579,435262.875,1040,268,82,690
9279,E01011444,Leeds 110C,428679.998,435203.048,1352,324,94,934
9280,E01011445,Leeds 054A,428406.032,435220.09,1371,344,84,943
9281,E01011442,Leeds 110A,428205.542,435529.868,1008,296,62,650
9282,E01011443,Leeds 110B,428839.907,435513.914,873,175,38,660
9283,E01011440,Leeds 044D,427837.58,436022.563,933,338,73,522
9284,E01011441,Leeds 044E,427825.296,435434.18,1040,345,68,627
9285,E01011448,Leeds 054D,428550.072,434986.06,978,238,55,685
9286,E01011449,Leeds 054E,428292.236,434869.695,595,175,52,368
9335,E01011736,Leeds 083B,426929.659,432126.849,64,27,6,31
9336,E01011737,Leeds 083C,426114.015,431893.499,68,21,7,40
9337,E01011734,Leeds 083A,426568.848,431536.03,92,39,10,43
9338,E01011735,Leeds 078D,425534.224,432231.339,97,28,11,58
9339,E01011732,Leeds 081C,426948.092,432691.331,72,27,12,33
9340,E01011733,Leeds 081D,427321.255,432239.302,69,30,11,28
9341,E01011730,Leeds 078C,425649.22,432647.352,71,16,12,43
9342,E01011731,Leeds 081B,426420.124,432551.631,58,23,4,31
9343,E01011738,Leeds 083D,424930.402,431390.602,64,19,11,34
9344,E01011739,Leeds 080D,424951.816,433781.883,67,17,2,48
9386,E01011574,Leeds 004E,420321.913,445219.015,36,21,1,14
9390,E01011714,Leeds 029A,435997.894,437972.764,78,26,9,43
9394,E01011303,Leeds 088D,442019.645,430290.702,35,19,1,15
9395,E01011269,Leeds 011B,420783.71,441370.425,52,19,1,32
9396,E01011554,Leeds 012A,428863.909,439933.173,67,20,3,44
9399,E01011650,Leeds 020A,432676.961,439152.68,71,21,4,46
9400,E01011651,Leeds 020B,432173.386,439446.69,64,23,4,37
9424,E01011280,Leeds 008D,418561.248,442712.165,72,36,4,32
9425,E01011569,Leeds 004A,420471.828,445582.899,71,28,4,39
9429,E01011452,Leeds 027A,423351.252,437101.42,67,28,4,35
9431,E01011702,Leeds 001D,439617.194,448480.97,59,26,3,30
9433,E01011701,Leeds 001C,440075.991,448841.449,69,30,2,37
9434,E01011665,Leeds 050C,435872.579,435401.369,76,21,12,43
9439,E01011644,Leeds 037B,433573.999,437031.109,61,21,5,35
9444,E01011525,Leeds 095C,426152.455,428352.111,46,20,3,23
9446,E01011492,Leeds 101B,430360.291,427508.109,90,23,18,49
9447,E01011491,Leeds 101A,429491.175,427909.444,71,28,8,35
9449,E01011627,Leeds 098A,435035.419,428851.28,63,16,12,35
9458,E01011584,Leeds 003D,420418.127,446284.234,61,18,8,35
9459,E01011508,Leeds 024A,431764.975,438880.389,102,24,8,70
9468,E01011447,Leeds 054C,428188.017,435020.196,929,252,68,609
